 09, Ciudad de México,"111,130", , , , , , , , , , 2, , , 1, 1, 7, 2, 4, 8, 7, 8, 10, 15, 18, 14, 14, 5, 29, 19, 19, 21, 26, 26, 18, 26, 30, 21, 26, 18, 21, 30, 25, 33, 32, 38, 37, 31, 42, 35, 56, 36, 40, 45, 46, 43, 39, 38, 24, 27, 38, 40, 36, 25, 32, 27, 20, 23, 23, 30, 17, 29, 17, 15, 15, 14, 16, 13, 7, 9, 6, 9, 8, 8, 16, 17, 16, 17, 15, 15, 17, 24, 25, 21, 31, 40, 46, 34, 25, 46, 47, 38, 58, 48, 64, 73, 121, 183, 469, 737,"1,216","1,477","2,032","19,696","82,875", 1
 10, Durango,"36,157", , , , , , , , , , , , , 1, , , , , 1, 4, 3, 2, 3, 2, 5, 3, 4, 3, 3, 7, 2, 3, 4, 6, 2, 7, 2, 10, 5, 6, 4, 5, 4, 7, 12, 7, 17, 11, 18, 8, 11, 10, 16, 16, 10, 13, 16, 12, 10, 11, 15, 20, 8, 10, 6, 11, 6, 11, 15, 9, 15, 20, 13, 13, 16, 14, 19, 22, 15, 18, 18, 8, 12, 17, 25, 22, 28, 36, 24, 37, 40, 37, 37, 47, 67, 68, 82, 111, 168, 114, 131, 164, 137, 136, 106, 96, 125, 187, 301, 509, 601,"1,017","6,640","24,426", 1
 11, Guanajuato,"116,207", , , , , , , , , , , , , 1, , , , , 3, 3, 4, 2, 4, 5, 2, 1, 1, 5, 4, 4, 1, 3, 2, 3, 2, 5, 3, 4, 2, 5, 5, 4, 6, 5, 4, 6, 6, 8, 5, 8, 5, 11, 11, 4, 9, 10, 9, 6, 11, 12, 5, 8, 4, 7, 7, 4, 5, 8, 3, 9, 11, 5, 9, 8, 8, 13, 13, 8, 8, 7, 6, 18, 9, 13, 16, 17, 27, 19, 30, 32, 33, 25, 49, 53, 64, 98, 86, 126, 173, 116, 104, 162, 159, 133, 127, 118, 140, 216, 351, 633,"1,051","2,148","22,729","86,749", 13
 12, Guerrero,"73,750", , , , , 1, , , , 2, 3, 1, , 1, , 16, 4, 4, 11, 6, 14, 12, 14, 16, 17, 44, 27, 34, 41, 50, 57, 64, 50, 66, 56, 87, 56, 68, 58, 49, 72, 55, 54, 64, 63, 63, 85, 100, 76, 59, 72, 81, 90, 98, 72, 68, 67, 81, 78, 78, 84, 84, 62, 52, 63, 66, 49, 49, 60, 53, 37, 36, 50, 34, 21, 27, 31, 26, 34, 20, 32, 30, 25, 20, 16, 19, 20, 29, 35, 28, 35, 30, 43, 46, 73, 80, 74, 105, 95, 92, 103, 140, 102, 98, 102, 122, 173, 321, 502, 998,"2,038","2,868","20,347","41,560", 6
 13, Hidalgo,"48,096", , , , , , , , , , , , , 1, , 2, , , 1, 2, 4, 2, 2, 6, 6, 4, 3, 6, 9, 5, 14, 7, 5, 11, 8, 14, 7, 14, 11, 10, 7, 15, 9, 15, 7, 20, 13, 30, 21, 16, 20, 13, 24, 17, 10, 13, 16, 22, 17, 16, 12, 9, 13, 19, 12, 5, 12, 15, 6, 5, 6, 8, 4, 5, 8, 7, 5, 3, 2, 4, 4, 3, 10, 7, 3, 3, 7, 9, 5, 9, 3, 11, 11, 19, 26, 25, 35, 43, 61, 44, 50, 98, 68, 54, 56, 51, 63, 116, 212, 396, 468, 852,"10,092","34,542", 5
 14, Jalisco,"146,960", , , , , , , , , , , 1, 2, , 1, 3, 4, 4, 6, 5, 4, 5, 10, 15, 11, 12, 3, 5, 11, 9, 11, 12, 5, 7, 7, 11, 9, 10, 3, 14, 14, 8, 15, 9, 15, 14, 18, 12, 21, 25, 20, 21, 20, 12, 10, 20, 19, 14, 17, 14, 11, 14, 10, 14, 15, 11, 10, 18, 15, 21, 20, 17, 12, 46, 61, 39, 52, 55, 46, 54, 52, 33, 54, 48, 55, 77, 88, 92, 91, 100, 105, 128, 113, 133, 190, 220, 197, 234, 313, 236, 263, 306, 276, 265, 260, 268, 325, 499, 695, 983,"1,058","1,838","22,867","113,437", 2
 15, México,"271,684", , , , , , , , , , , , , 1, 2, 7, 3, 9, 11, 14, 15, 17, 22, 29, 29, 49, 28, 43, 59, 53, 78, 61, 58, 75, 74, 85, 71, 89, 71, 93, 91, 93, 89, 84, 83, 114, 83, 133, 133, 135, 145, 140, 188, 175, 48, 63, 68, 79, 58, 67, 60, 52, 35, 54, 63, 48, 38, 47, 39, 40, 36, 39, 45, 27, 22, 33, 21, 16, 22, 26, 30, 22, 21, 26, 25, 31, 47, 40, 34, 45, 53, 53, 65, 70, 74, 115, 83, 124, 134, 123, 136, 205, 195, 181, 163, 207, 310, 680,"1,170","1,847","2,535","5,041","56,253","197,568", 
 16, Michoacán de Ocampo,"91,526", , , , , , , , , , , , 1, 3, , 4, 3, 2, 3, 1, 3, 4, 6, 7, 8, 7, 5, 9, 6, 5, 6, 11, 3, 12, 7, 13, 12, 13, 13, 13, 14, 16, 15, 19, 23, 20, 14, 28, 28, 20, 27, 25, 26, 18, 27, 25, 12, 15, 24, 12, 19, 15, 18, 17, 19, 9, 13, 17, 24, 11, 24, 12, 18, 19, 20, 26, 24, 28, 21, 22, 20, 29, 13, 36, 27, 44, 47, 52, 45, 44, 39, 54, 61, 68, 79, 116, 102, 184, 265, 131, 162, 216, 153, 141, 141, 152, 206, 345, 509, 841,"1,178","2,152","20,946","61,963", 1
 17, Morelos,"30,225", , , , , , , , , , , , , , 1, , , 6, 1, , 2, 4, 3, 8, 3, 9, 2, 8, 8, 8, 17, 13, 7, 10, 9, 8, 11, 10, 11, 6, 9, 11, 12, 10, 10, 13, 14, 12, 18, 21, 15, 17, 16, 22, 18, 14, 10, 19, 10, 10, 14, 12, 9, 8, 15, 12, 10, 6, 5, 6, 6, 5, 6, 6, 4, 7, 2, 8, 2, 4, 2, , 9, 5, 6, 13, 9, 9, 11, 14, 19, 18, 10, 19, 32, 35, 30, 32, 68, 42, 43, 59, 50, 39, 37, 40, 53, 134, 280, 376, 516,"1,092","6,231","20,299", 
 18, Nayarit,"20,273", , , , , , , , , , , , , , 1, , , , , , , 1, 1, 1, 3, 2, , 1, , 2, 1, 4, , 2, 2, 1, 2, 1, 1, , 3, 2, 5, 3, 3, 3, 8, 1, 2, 2, , 9, 8, 6, 1, 2, 3, 3, 6, 2, 7, 1, 2, 6, 2, 5, 3, 5, 6, 3, 4, 2, 6, 2, 1, 4, 1, 8, 2, 6, 4, , 3, 12, 8, 8, 8, 3, 8, 11, 11, 8, 15, 9, 10, 12, 10, 14, 8, 14, 18, 12, 18, 23, 26, 36, 43, 82, 146, 212, 294, 517,"3,521","14,975", 
 19, Nuevo León,"93,886", , , , , , , , 1, , 3, , 3, 1, 1, 3, 1, 4, 4, 4, 4, 8, 3, 2, 2, 7, 6, 6, 6, 2, 7, 3, 8, 5, 3, 5, 7, 5, 6, 5, 7, 10, 17, 11, 11, 11, 10, 6, 5, 11, 11, 9, 13, 6, 8, 7, 2, 5, 3, 7, 8, 4, 3, 2, 3, 4, 2, 7, 1, 3, 2, 2, 1, 1, 2, , 1, 2, , 2, 1, 1, 1, 1, 5, 6, 4, 9, 6, 3, 2, 8, 7, 8, 11, 18, 11, 14, 10, 18, 13, 20, 10, 21, 33, 21, 73, 142, 291, 567, 812,"1,577","16,688","73,127", 2
 20, Oaxaca,"79,436", , , , , , , , , , 1, 2, , , 1, 8, 5, 8, 7, 10, 12, 15, 8, 20, 10, 28, 17, 24, 21, 34, 40, 40, 43, 43, 31, 51, 35, 50, 45, 47, 53, 53, 42, 57, 42, 55, 57, 100, 77, 73, 54, 60, 82, 76, 77, 75, 58, 72, 70, 63, 69, 56, 78, 57, 62, 37, 42, 37, 40, 40, 40, 24, 36, 28, 26, 24, 29, 16, 23, 16, 10, 17, 16, 18, 11, 22, 19, 19, 19, 18, 18, 28, 28, 26, 35, 36, 36, 44, 48, 42, 58, 75, 76, 62, 73, 116, 150, 364, 683,"1,200","2,480","4,557","24,303","41,997", 
 21, Puebla,"127,695", , 1, , , , , 1, , , 1, 2, 1, 1, 2, 9, 3, 4, 5, 4, 17, 16, 13, 14, 20, 28, 19, 37, 26, 33, 50, 44, 41, 42, 33, 54, 45, 68, 41, 52, 71, 67, 63, 57, 48, 54, 64, 101, 100, 76, 89, 85, 108, 102, 83, 87, 67, 71, 98, 72, 81, 75, 49, 87, 71, 60, 66, 72, 95, 80, 57, 70, 69, 70, 48, 41, 23, 13, 13, 12, 17, 16, 14, 14, 17, 25, 28, 37, 50, 27, 27, 18, 21, 13, 27, 36, 39, 44, 50, 41, 57, 82, 69, 80, 83, 112, 145, 338, 750,"1,288","2,084","3,602","33,233","81,766", 3
 22, Querétaro,"38,559", , , , , , , , , , , , , , , , , , 2, , , 2, , 2, 2, 5, 1, 2, 1, 1, 4, 2, 2, 2, 2, 2, 3, 1, 1, 2, 4, 2, 3, 1, 2, 2, 4, 3, 1, 4, 1, 3, , 2, 1, 4, , 2, 3, 3, 2, 2, , 1, , 2, , 1, , , 2, , , 1, 1, 1, , , , , , 1, 2, 1, , , , 1, , 4, 4, 6, 4, 6, 6, 4, 2, 9, 2, 6, 8, 9, 7, 5, 6, 10, 18, 31, 35, 90, 105, 241,"4,218","33,621", 
 23, Quintana Roo,"29,306", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1, , , , , , , , , , 1, , , , 1, 3, 1, , 1, , 3, , 1, 2, , , 1, 1, 1, 3, 1, 8, 1, 1, 1, 4, , 3, , 2, 3, 3, 5, 6, 6, 5, 1, 2, 3, 4, 2, 5, 7, 11, 27, 22, 29, 18, 19, 27, 25, 21, 26, 49, 64, 138, 279, 395, 517, 818,"7,259","19,441", 28
 24, San Luis Potosí,"47,738", , , , , , , 1, 1, 1, , 1, 1, , 1, 7, 6, 2, 3, 7, 3, 4, 11, 5, 3, 11, 3, 7, 7, 4, 5, 8, 4, 5, 11, 6, 5, 11, 2, 8, 11, 6, 9, 6, 16, 14, 8, 5, 5, 13, 15, 5, 15, 14, 2, 6, 7, 11, 7, 10, 5, 7, 8, 6, 4, 5, 1, 5, 3, 4, 5, 3, 4, 5, 4, 5, 1, 4, 3, 4, 6, 5, 6, 4, 3, 1, 5, 1, 6, 9, 4, 6, 13, 16, 11, 26, 23, 17, 37, 27, 34, 50, 35, 23, 28, 20, 32, 50, 85, 124, 223, 458,"7,964","37,960", 1
 25, Sinaloa,"51,523", , , , , , , , , , , , , , , 1, 1, , 2, , 3, 5, 3, 7, 7, 7, 4, 4, 8, 2, 8, 8, 7, 12, 14, 3, 9, 13, 7, 7, 13, 9, 4, 13, 11, 11, 17, 14, 13, 11, 12, 13, 15, 24, 13, 16, 15, 9, 12, 8, 9, 16, 15, 13, 8, 4, 7, 13, 9, 9, 12, 10, 7, 16, 4, 12, 14, 13, 15, 9, 10, 15, 13, 25, 23, 22, 21, 19, 28, 27, 32, 32, 34, 35, 52, 86, 74, 99, 157, 106, 115, 136, 112, 84, 67, 79, 81, 119, 199, 537, 532, 972,"8,229","38,741", 
 26, Sonora,"43,729", , , , , , , , 1, , , 1, , , , , 1, , 1, 3, 6, 4, 7, 7, 4, 11, 4, 1, 9, 9, 10, 16, 8, 12, 10, 9, 7, 15, 18, 4, 16, 11, 14, 10, 9, 14, 13, 16, 15, 21, 12, 22, 18, 13, 12, 3, 4, 4, 7, 9, 8, 5, 7, 5, 6, 5, 5, 7, 6, 5, 5, 7, 3, 2, , 6, 3, 5, 3, 3, 4, 5, 6, 2, 3, 2, , 5, 6, 5, 8, 6, 8, 10, 11, 18, 16, 19, 35, 11, 29, 41, 30, 28, 37, 44, 85, 188, 283, 338, 409, 699,"7,397","33,423", 1
 27, Tabasco,"43,911", , , , , , , , , , , , 1, , , , , , 1, 2, 1, 2, 8, 5, 9, 6, 10, 5, 11, 11, 10, 14, 7, 12, 12, 16, 21, 7, 10, 10, 11, 16, 9, 10, 7, 15, 18, 29, 23, 13, 13, 18, 50, 30, 4, 9, 4, 3, 9, 5, 8, 9, 8, 7, 6, 11, 5, 8, 8, 5, 6, 7, 5, 5, 6, 3, 10, 11, 6, 7, 9, 4, 1, 7, 1, 1, 1, 6, 4, 10, 7, 1, 7, 4, 12, 4, 5, 2, 2, 1, 16, 37, 42, 37, 55, 49, 120, 276, 390, 629,"1,075","1,214","15,107","24,147", 
 28, Tamaulipas,"56,944", , , , , , , , , , , , , , 1, , , , , , 1, 1, , 2, 3, 5, , 3, 5, 2, 2, 5, 4, 2, 2, 7, 2, 6, 4, 4, 7, 9, 10, 7, 10, 12, 7, 13, 11, 11, 21, 20, 12, 15, 7, 9, 11, 7, 11, 12, 12, 12, 15, 5, 6, 13, 13, 7, 10, 12, 12, 19, 13, 8, 14, 7, 14, 13, 4, 13, 11, 11, 8, 14, 16, 14, 14, 14, 29, 26, 24, 17, 29, 43, 58, 76, 76, 97, 163, 102, 109, 156, 111, 107, 82, 102, 118, 288, 461, 573, 741, 986,"9,297","42,464", 2
 29, Tlaxcala,"24,842", , , , , , , , , , , , , , , 1, 3, 2, 1, 3, 3, 2, 1, 6, 1, 4, 4, 4, 2, 5, 3, 2, 5, 2, 1, 5, 6, 8, , 3, 5, 3, 5, 10, 7, 8, 6, 5, 10, 4, 9, 6, 14, 20, 10, 11, 4, 5, 7, 5, 11, 4, 4, 1, 6, 5, 1, 2, 10, 1, 2, 1, 2, 3, 1, 1, 3, 1, 1, 5, 2, , 1, 1, , 2, 2, 1, 3, 2, 2, , 2, 6, 12, 4, 4, 9, 14, 8, 12, 24, 22, 23, 22, 25, 28, 41, 93, 184, 155, 213,"3,855","19,774", 
 30, Veracruz de Ignacio de la Llave,"124,673", , , , , , , , , , , , 1, , 4, 9, 1, 1, 5, 9, 6, 2, 5, 6, 16, 18, 12, 11, 19, 19, 31, 23, 30, 31, 40, 58, 34, 35, 37, 50, 53, 29, 50, 57, 67, 75, 61, 74, 64, 63, 65, 61, 100, 87, 71, 93, 67, 72, 62, 53, 62, 66, 69, 71, 78, 69, 47, 65, 57, 54, 46, 49, 39, 32, 45, 38, 31, 17, 13, 26, 34, 24, 17, 17, 16, 21, 13, 17, 23, 20, 13, 20, 23, 27, 38, 52, 29, 48, 57, 55, 70, 105, 102, 103, 111, 142, 234, 540,"1,088","1,816","2,712","4,672","31,683","77,920", 
 31, Yucatán,"35,158", , , , , , , , , , , , 1, , , , , 1, , , 2, , 1, , 1, , , 1, 1, 3, , 2, 2, 2, 3, , , 2, 2, , 3, 1, 4, , 1, 1, 1, 4, , 2, 4, 2, 4, 5, 4, 3, 6, 5, 2, 4, 2, 3, 3, 1, 6, 1, , 4, 1, 5, 3, 1, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1, , , , , 4, 3, 1, 1, 2, 4, 4, 6, 4, 8, 2, 7, 6, 7, 5, 13, 12, 12, 14, 22, 30, 57, 91, 143, 217, 343,"4,019","29,996", 
 32, Zacatecas,"33,098", 1, , , , 1, 1, , , 1, , 2, 2, 2, 1, 8, 3, 6, 4, 2, 5, 5, 5, 6, 10, 7, 2, 7, 6, 2, 11, 9, 4, 3, 5, 4, 7, 4, 10, 5, 5, 7, 8, 6, 8, 16, 8, 16, 12, 7, 11, 4, 17, 8, 19, 15, 11, 6, 13, 6, 14, 8, 9, 6, 9, 10, 9, 9, 10, 8, 11, 10, 11, 11, 7, 13, 11, 10, 8, 8, 7, 6, 12, 13, 20, 14, 18, 11, 14, 25, 22, 25, 16, 30, 51, 69, 70, 86, 104, 68, 106, 102, 103, 85, 70, 57, 67, 59, 78, 147, 177, 339,"5,373","25,108", 
 35, Extranjero,"14,843", , , , , , , , , , 1, 1, , 1, , 1, , , 3, 5, 4, 4, 5, 7, 10, 12, 8, 10, 12, 13, 21, 22, 16, 20, 7, 20, 12, 21, 17, 14, 32, 25, 30, 23, 26, 43, 35, 61, 72, 60, 49, 48, 82, 88, 47, 49, 34, 42, 57, 55, 70, 63, 71, 57, 73, 88, 78, 96, 66, 83, 101, 79, 90, 70, 73, 81, 80, 79, 62, 62, 73, 67, 76, 92, 102, 104, 125, 143, 138, 160, 187, 192, 195, 220, 295, 405, 401, 547, 798, 498, 583, 759, 595, 500, 366, 351, 310, 319, 351, 415, 435, 475, 874, 942, 3


FUENTE: INEGI. Estadísticas de natalidad.
